"ID","y"
187,447.605714285714
188,447.605714285714
189,447.605714285714
190,447.605714285714
191,447.605714285714
192,447.605714285714
193,447.605714285714
194,447.605714285714
195,447.605714285714
196,447.605714285714
197,447.605714285714
198,447.605714285714
199,447.605714285714
200,447.605714285714
201,447.605714285714
202,447.605714285714
203,447.605714285714
204,447.605714285714
205,447.605714285714
206,447.605714285714
207,447.605714285714
208,447.605714285714
209,447.605714285714
210,447.605714285714
211,447.605714285714
212,447.605714285714
213,447.605714285714
214,447.605714285714
215,447.605714285714
216,447.605714285714
217,447.605714285714
218,447.605714285714
219,447.605714285714
220,447.605714285714
221,447.605714285714
222,447.605714285714
223,447.605714285714
224,447.605714285714
225,447.605714285714
226,447.605714285714
227,447.605714285714
228,447.605714285714
229,447.605714285714
230,447.605714285714
231,447.605714285714
232,447.605714285714
233,447.605714285714
234,447.605714285714
235,447.605714285714
236,447.605714285714
237,447.605714285714
238,447.605714285714
239,447.605714285714
240,447.605714285714
241,447.605714285714
242,447.605714285714
243,447.605714285714
244,447.605714285714
245,447.605714285714
246,447.605714285714
247,447.605714285714
248,447.605714285714
249,447.605714285714
250,447.605714285714
251,447.605714285714
252,447.605714285714
253,447.605714285714
254,447.605714285714
255,447.605714285714
256,447.605714285714
257,447.605714285714
258,447.605714285714
259,447.605714285714
260,447.605714285714
261,447.605714285714
262,447.605714285714
263,447.605714285714
264,447.605714285714
265,447.605714285714
266,447.605714285714
267,447.605714285714
268,447.605714285714
269,447.605714285714
270,447.605714285714
271,447.605714285714
272,447.605714285714
273,447.605714285714
274,447.605714285714
275,447.605714285714
276,447.605714285714
277,447.605714285714
278,447.605714285714
279,447.605714285714
280,447.605714285714
281,447.605714285714
282,447.605714285714
283,447.605714285714
284,447.605714285714
285,447.605714285714
286,447.605714285714
287,447.605714285714
288,447.605714285714
289,447.605714285714
290,447.605714285714
291,447.605714285714
292,447.605714285714
293,447.605714285714
294,447.605714285714
295,447.605714285714
296,447.605714285714
297,447.605714285714
298,447.605714285714
299,447.605714285714
300,447.605714285714
301,447.605714285714
302,447.605714285714
303,447.605714285714
304,447.605714285714
305,447.605714285714
306,447.605714285714
307,447.605714285714
308,447.605714285714
309,447.605714285714
310,447.605714285714
311,447.605714285714
312,447.605714285714
313,447.605714285714
314,447.605714285714
315,447.605714285714
316,447.605714285714
317,447.605714285714
318,447.605714285714
319,447.605714285714
320,447.605714285714
321,447.605714285714
322,447.605714285714
323,447.605714285714
324,447.605714285714
325,447.605714285714
326,447.605714285714
327,447.605714285714
328,447.605714285714
329,447.605714285714
330,447.605714285714
331,447.605714285714
332,447.605714285714
333,447.605714285714
334,447.605714285714
335,447.605714285714
336,447.605714285714
337,447.605714285714
338,447.605714285714
339,447.605714285714
340,447.605714285714
341,447.605714285714
342,447.605714285714
343,447.605714285714
344,447.605714285714
345,447.605714285714
346,447.605714285714
347,447.605714285714
348,447.605714285714
349,447.605714285714
350,447.605714285714
